	Log_Degree	Log_The number of genes	Degree	The number of genes
0	0.0	2.4849066497880004	1	12
1	0.6931471805599453	1.6094379124341003	2	5
2	1.0986122886681098	0.6931471805599453	3	2
3	1.6094379124341003	0.6931471805599453	5	2
4	2.302585092994046	0.0	10	1
